mask_name,policy,T,profile_index,phi,phi_over_pi,v_fit_A,v_fit_B,v_fit_ABB,margin_A_losing,margin_B_losing,margin_ABB_winning,margin_primary_transport,margin_sensitivity_transport,strict_stage3,drift_stage3,pp_primary,pp_sensitivity
pp_sensitivity,scaled,3000,0,1.7255757825537212,0.5492678309461806,-0.059663735764573574,-0.011746225646464653,0.09316805053878062,0.05068022673720025,0.002762716619091327,0.0841845415114073,-0.02770651425282797,8.196144374209013e-05,1,1,0,1
pp_sensitivity,scaled,3000,1,1.7301382108505996,0.5507200969780816,-0.05969287600014289,-0.01168431121033154,0.0921870678694968,0.050709366972769565,0.0027008021829582132,0.08320355884212348,-0.008740182824371875,0.02331674014000462,1,1,0,1
pp_sensitivity,scaled,3000,2,1.734700639147478,0.5521723630099826,-0.05972175216921805,-0.011623400960128625,0.09107245504658316,0.050738243141844726,0.0026398919327552985,0.08208894601920984,0.007034940255811653,0.04345378511523029,1,1,1,1
pp_sensitivity,scaled,3000,3,1.7392630674443563,0.5536246290418837,-0.059750356887882425,-0.011563745418752451,0.08996368487951563,0.0507668478605091,0.002580236391379125,0.0809801758521423,0.01611300504955053,0.05546263389055962,1,1,1,1
pp_sensitivity,scaled,3000,4,1.7438254957412345,0.5550768950737847,-0.059778689970830294,-0.011505483895592757,0.08894914998474725,0.05079518094345697,0.00252197486821943,0.07996564095737392,0.01913914045019663,0.059776255290248534,1,1,1,1
pp_sensitivity,scaled,3000,5,1.7483879240381128,0.5565291611056857,-0.05980674431920091,-0.01144864187843718,0.08803806133003395,0.050823235291827584,0.002465132851063853,0.07905455230266062,0.018539629919679584,0.059306127175553225,1,1,1,1
pp_sensitivity,scaled,3000,6,1.7529503523349912,0.5579814271375868,-0.05983452153517389,-0.011393141805515546,0.08721494250334028,0.050851012507800566,0.002409632778142219,0.07823143347596695,0.016212513410516674,0.05651244375626065,1,1,1,1
pp_sensitivity,scaled,3000,7,1.7575127806318696,0.5594336931694879,-0.05986201528451979,-0.011338820360278846,0.08645625136649827,0.05087850625714646,0.0023553113329055197,0.07747274233912495,0.013163152862909977,0.052727217656245995,1,1,1,1
pp_sensitivity,scaled,3000,8,1.762075208928748,0.560885959201389,-0.05988922205892458,-0.011285459144625278,0.0857439614163919,0.05090571303155125,0.0023019501172519517,0.07676045238901857,0.009733690313237162,0.048476674539531514,1,1,1,1
pp_sensitivity,scaled,3000,9,1.7666376372256263,0.56233822523329,-0.059916140142043564,-0.011232816822850579,0.08507650153831908,0.05093263111467024,0.0022493077954772525,0.07609299251094576,0.006098398806989466,0.043961456990790834,1,1,1,1
pp_sensitivity,scaled,3000,10,1.7712000655225046,0.5637904912651911,-0.05994276542382713,-0.011180657688793425,0.08445558315421003,0.0509592563964538,0.0021971486614200987,0.07547207412683671,0.002219819334401421,0.03917973842073108,1,1,1,1
pp_sensitivity,scaled,3000,11,1.775762493819383,0.5652427572970921,-0.05996909481669741,-0.0111287812998062,0.08389104202379018,0.050985585789324085,0.0021452722724328733,0.07490753299641685,-0.0019449782113193093,0.034063726780903136,1,1,0,1
pp_sensitivity,scaled,3000,12,1.7803249221162614,0.5666950233289931,-0.05999512192102923,-0.0110770424640493,0.08337586910663203,0.051011612893655904,0.002093533436675973,0.0743923600792587,-0.006499212544243668,0.02849741818993888,1,1,0,1
pp_sensitivity,scaled,3000,13,1.7848873504131395,0.5681472893608942,-0.06002084928678087,-0.011025361738902903,0.08291932183140384,0.051037340259407545,0.002041852711529577,0.07393581280403051,-0.011525547040430295,0.022364642971301724,1,1,0,1
pp_sensitivity,scaled,3000,14,1.7894497787100179,0.5695995553927952,-0.06004626654112768,-0.010973731456023563,0.08250035047871872,0.05106275751375435,0.0019902224286502367,0.07351684145134539,-0.017142693708372375,0.015569195410592096,1,1,0,1
pp_sensitivity,scaled,3000,15,1.7940122070068962,0.5710518214246962,-0.0600713750944258,-0.010922209768885319,0.08209662096460013,0.05108786606705247,0.0019387007415119922,0.0731131119372268,-0.02337986237406188,0.008086200472357752,1,1,0,1
pp_sensitivity,scaled,3000,16,1.7985746353037746,0.5725040874565973,-0.06009616637602593,-0.010870908067052137,0.08167795204214422,0.051112657348652606,0.0018873990396788103,0.07269444301477089,-0.030135148801870598,2.9934343346832426e-05,1,1,0,1
pp_primary,scaled,6000,0,1.733578048997191,0.5518150314670138,-0.05971466528802552,-0.011638561556215801,0.09134915472784706,0.050731156260652194,0.0026550525288424748,0.08236564570047374,7.810301155308785e-05,0.03429749497150994,1,1,1,1
pp_primary,scaled,6000,1,1.7360863811452913,0.5526134583875867,-0.05973046218005078,-0.011606621221073036,0.09072649523037066,0.05074695315267745,0.0026231121936997094,0.08174298620299733,0.009296372885363585,0.04635144065993005,1,1,1,1
pp_primary,scaled,6000,2,1.7385947132933914,0.5534118853081597,-0.05974617694205377,-0.011575032909657652,0.09008366740243802,0.05076266791468045,0.0025915238822843256,0.0811001583750647,0.015936473311741417,0.05525084992238667,1,1,1,1
pp_primary,scaled,6000,3,1.7411030454414917,0.5542103122287326,-0.05976180943583316,-0.01154384601849486,0.08946360034092121,0.050778300408459834,0.0025603369911215337,0.08048009131354789,0.019561792928103477,0.060289466436301134,1,1,1,1
pp_primary,scaled,6000,4,1.743611377589592,0.5550087391493055,-0.05977735879741306,-0.011513075202253985,0.08889328362699189,0.050793849770039735,0.002529566174880659,0.07990977459961857,0.020876743082090435,0.06224332113544913,1,1,1,1
pp_primary,scaled,6000,5,1.7461197097376921,0.5558071660698785,-0.05979282491168991,-0.011482696885947297,0.08837447179511673,0.050809315884316586,0.0024991878585739705,0.0793909627677434,0.020727644277802604,0.062234572128972654,1,1,1,1
pp_primary,scaled,6000,6,1.7486280418857925,0.5566055929904513,-0.05980820693230159,-0.011452651478789648,0.087902000750746,0.050824697904928266,0.0024691424514163215,0.07891849172337267,0.019793095201005168,0.06114337791137796,1,1,1,1
pp_primary,scaled,6000,7,1.7511363740338926,0.5574040199110243,-0.05982350446378845,-0.011422850755297115,0.08746469198981742,0.050839995436415125,0.0024393417279237883,0.0784811829624441,0.01844170047939797,0.059474818883765296,1,1,1,1
pp_primary,scaled,6000,8,1.7536447061819929,0.5582024468315973,-0.05983871680377737,-0.011393189563482583,0.08705510505909621,0.050855207776404045,0.002409680536109257,0.07807159603172288,0.016847235074688174,0.05748117884008473,1,1,1,1
pp_primary,scaled,6000,9,1.7561530383300932,0.5590008737521701,-0.059853843579711505,-0.01136356001524875,0.0866655976714893,0.05087033455233818,0.0023800509878754237,0.07768208864411598,0.01508458374890942,0.05526347003214782,1,1,1,1
pp_primary,scaled,6000,10,1.7586613704781933,0.5597993006727431,-0.05986888425437058,-0.011333865813175303,0.0862896717080143,0.05088537522699725,0.002350356785801977,0.07730616268064097,0.013200323620124688,0.05288770087533712,1,1,1,1
